page,date,title,body,source
8,2022-05-24,Gold Price Forecast: XAUUSD recovery is still on shaky ground – TDS,"Gold remains underpinned near $1,860 as growing economic concern is breathing life into the gold market. As economists at TD Securities note, gold traders are increasingly questioning the Fed's willingness to hike into a recession.“Upside flow from CTAs along with renewed growth in ETFs have supported the recovery. In turn, the improving momentum has seen the nearest trigger within trend following models flip toward further upside should prices break north of $1,900/oz, rather than a whipsaw lower.“The recovery in the yellow metal is still on shaky ground as Fed Chair Powell signalled a willingness to sacrifice some economic growth in an effort to tame inflation, suggesting the Fed is comfortable with more pain before taking the foot off the brake, which should ultimately still weigh on precious metals.” ",fxstreet
8,2022-05-24,EUR/USD Price Analysis: Gaining momentum above 1.0700,"EUR/USD sees its upside accelerate above the 1.0700 yardstick on turnaround Tuesday.Considering the pair’s ongoing price action, the continuation of the recovery appears likely in the very near term at least. That said, the next up barrier now appears at the 55-day SMA, today at 1.0785 before the 3-month resistance line around 1.0840.The breakout of this area should mitigate the selling pressure and allow for a probable move to the weekly high at 1.0936 (April 21).The daily RSI around 55 also indicates that extra upside could still be in store for the pair until it reaches the overbought territory (>70).  ",fxstreet
8,2022-05-24,"USD/JPY struggles near monthly low, bears await sustained break below 127.00 mark","The USD/JPY pair maintained its offered tone through the early North American session, albeit has managed to rebound a few pips from the daily low. The pair was last seen trading around the 127.40-127.35 region, still down over 0.40% for the day.The worsening global economic outlook continued weighing on investors' sentiment and triggered a fresh wave of the risk-aversion trade. This, in turn, boosted demand for traditional safe-haven currencies, including the Japanese yen, and exerted downward pressure on the USD/JPY pair. The anti-risk flow was reinforced by a fresh leg down in the US Treasury bond yields, which further inspired bearish traders and dragged spot prices back closer to the monthly low.The downside, however, remains cushioned, at least for the time being, amid the emergence of some US dollar buying at lower levels. Apart from this, a big divergence in the monetary policy stance adopted by the Bank of Japan (dovish) and the Fed (hawkish) assisted the USD/JPY pair to find some support ahead of the 127.00 round-figure mark. This, in turn, makes it prudent to wait for strong follow-through selling before positioning for any further depreciating move.Market participants now look forward to the US economic docket - featuring the releases of the flash PMI prints for May, New Home Sales and Richmond Manufacturing Index. This, along with Fed Chair Jerome Powell's speech and the US bond yields, will influence the USD price dynamics and provide some impetus to the USD/JPY pair. Traders will further take cues from the broader market risk sentiment to grab short-term opportunities.  ",fxstreet
8,2022-05-24,"EU's Dombrovskis: EU economy is resilient, but growth will be slower","The economy of the European Union is resilient, but economic growth will be slower said Vice President of the European Commission Valdis Dombrovskis said on Tuesday according to Reuters. The EU is the first in line to take a hit from the Russo-Ukraine war given its high dependence on Russian fuel for energy supplies, he noted. EU countries should move towards prudent fiscal policies, he added, noting that the EU will temporarily remove trade tariffs on Ukraine. Earlier in the day, Eurozone PMI data came in a little weaker than expected, though still indicated a decent level of growth in economic activity in May. ",fxstreet
8,2022-05-24,"Gold Price Analysis: XAU/USD remains underpinned near $1860 as buck, equities falter, yields remain subdued","Spot gold (XAU/USD) is unsurprisingly trading with an upside bias just above its 21-Day Moving Average at $1856.70 and near the $1860 mark amid a favourable macro backdrop that sees long-term US yields hovering close to monthly lows, US equities reversing Monday’s gains in pre-market trade and the DXY falling to fresh four-week lows under 102. The precious metal was last trading with gains of about 0.2%, boosted amid safe-haven flows from equities, by falling yields lowering the “opportunity cost” of holding non-yielding assets like gold, and as a the weaker US dollar makes the purchase of USD-denominated commodities like gold cheaper for international buyers, thus boosting its demand.Focus turns to upcoming US flash PMI survey data for May scheduled for release at 1345GMT, as investors fret about the strength of the US economy. Recent indications from major US companies (most recently Snap’s guidance on Monday, but before that from major retailers last week) is that conditions are worsening, though other indicators haven't been quite so downbeat. Tuesday’s PMIs are expected to fall in the latter camp, but traders should monitor the data in case it triggers any cross-asset volatility.Thereafter, Fed Chair Jerome Powell is scheduled to deliver some pre-recorded remarks at an event from 1620GMT. There is much less confusion/uncertainty about the Fed than there is about the current strength of the US economy. They are unequivocally hawkish, with Powell last week reiterating the bank’s desire to get rates to neutral by the end of the year (meaning a few more 50 bps hikes at upcoming meetings) and saying the bank wouldn’t hesitate to raise rates beyond neutral if needed to tame inflation, which remains far too high. Other Fed policymakers have all been reading off of the same script and the takeaway is clear, interest rates are moving higher.The big question for markets is just how much higher. Gold traders should beware that while the US dollar’s recent pullback from multi-decade highs printed earlier in the month has given the precious metal some short-term respite (its currently more than $50 higher versus earlier monthly lows), this may prove short-lived if inflation fails to moderate as fast as the Fed wants in the coming months, and if markets subsequently start betting on a higher Fed terminal rate. This would push long-term yields and the US dollar higher, which would make a return to sub-$1800 levels likely.  ",fxstreet
8,2022-05-24,"EUR/USD pushes above 1.0700 amid hawkish ECB vibes despite soft EZ PMIs, focus turns to US data/Fed’s Powell","Weaker than forecast Eurozone flash PMI survey data for May has not deterred euro bulls on Tuesday, given that it (unlike the UK data) still indicated solid underlying growth despite continued high inflationary pressures. Indeed, EUR/USD has been able to reclaim the 1.0700 level with the pair getting tailwinds from hawkish ECB commentary thus far on the week. At current levels between 1.0710-20, the pair is trading with gains of about 0.25% on the day, taking its gains on the week to around 1.5%.To recap, in a Monday blog post, ECB President Christine Lagarde said that the ECB would likely lift interest rates into positive territory by the end of Q3, a stance she reiterated in remarks made earlier this Tuesday. Other important ECB players have thrown support behind this shift in stance, including Bank of France head Francois Villeroy de Galhau, though a few of the ECB’s more hawkish members have been reportedly irked by the fact that Lagarde and other “core” ECB members have taken a 50 bps rate rise off of the table. Austria’s Robert Holzmann was, on Tuesday, pushing for a 50 bps hike in July.Even if the hawks aren’t satisfied, the euro bulls seem to be. EUR/USD is nearly 3.5% higher versus lows printed earlier in the month in the mid-1.0300s, defying (for now) calls by some analysts for EUR/USD to hit parity in the weeks/months ahead. The recent upturn in the pair also comes despite continued ropey sentiment in the global equity space, which would normally be a headwind given likely USD safe-haven flows.EUR/USD is now eyeing a test of its 50-Day Moving Average in the 1.0760s and strategists are unsurprisingly questioning how much further the rebound has to run. The major driver of USD gains thus far this year has been the hawkish shift from the Fed and commentary from policymakers last week suggested that they are only getting more hawkish. Fed Chair Jerome Powell is slated to speak at 16:20 GMT on Tuesday and will likely reiterate the bank’s stance that it is ready to lift interest rates above neutral without hesitation if needed to tame inflation.That is a far more hawkish stance than that of the ECB and, as a result, FX strategists suspect it won’t be long before the USD bulls return to buy the dip, which likely caps the prospect of a prolonged EUR/USD rebound. Focus will also be on the upcoming release of US flash PMI survey data for May at 13:45 GMT, which should show growth in the US remains solid and inflationary pressures high.  ",fxstreet
8,2022-05-24,"USD/CAD pares intraday gains, back below 1.2800 mark amid weaker USD/uptick in oil prices","The USD/CAD pair struggled to capitalize on its goodish bounce from a near three-week low set earlier this Tuesday and was seen trading below the 1.2800 mark heading into the North American session.The impending European Union ban on Russian oil imports continued fueling concerns about tightening global supply. Adding to this, hopes for demand recovery in China assisted crude oil prices to reverse modest intraday losses. This, in turn, underpinned the commodity-linked loonie and acted as a headwind for the USD/CAD pair amid the emergence of fresh selling around the US dollar.In fact, the key USD Index dropped to a nearly one-month low amid strong pickup in the shared currency, which gained traction in reaction to hawkish comments by the European Central Bank (ECB) policymakers. That said, the prevalent risk-off environment - amid the worsening global economic outlook - helped limit losses for the safe-haven buck and extended some support to the USD/CAD pair.Investors remain worried that a more aggressive move by major central banks to curb soaring inflation could pose challenges to the global economy. Adding to this, the Russia-Ukraine war and the latest COVID-19 outbreak in China have been fueling recession fears. This, in turn, kept a lid on the overnight optimistic move in the markets and benefitted traditional safe-haven assets.Apart from this, expectations that the US central bank would need to take more drastic action to bring inflation under control held back traders from placing aggressive USD bearish bets. Hence, the focus will remain glued to Fed Chair Jerome Powell's speech later during the early North American session and the latest FOMC meeting minutes, scheduled for release on Wednesday.A 50 bps Fed rate hike move over the next two meetings is already priced in, suggesting that market participants will look for clues about the possibility of a jumbo 75 bps rate hike in June. This, in turn, will play a key role in driving the USD demand in the near term and assist traders to determine the next leg of a directional move for the USD/CAD pair.In the meantime, traders will take cues from the US economic docket - featuring the releases of the flash PMI prints for May, New Home Sales and Richmond Manufacturing Index. This, along with the broader market risk sentiment, will drive the USD demand. Apart from this, oil price dynamics should allow traders to grab short-term opportunities around the USD/CAD pair.  ",fxstreet
8,2022-05-24,US Dollar Index Price Analysis: Next on the downside comes 100.90,"DXY comes under extra selling pressure and breaks below the key support at the 102.00 yardstick to print new 4-week lows.The index remains under scrutiny and therefore extra losses should not be ruled out for the time being. Against that, a deeper decline could see the 55-day SMA, today at 100.89, revisited in the not-so-distant-future.Looking at the broader picture, the current bullish stance in the index remains supported by the 3-month line around 100.40, while the longer-term outlook for the dollar is seen constructive while above the 200-day SMA at 96.64.  ",fxstreet
8,2022-05-24,"ECB's Holzmann: 50 bps rate hike in July appropriate, inflation to remain above 2.0% in 2023/24","Hawkish leaning European Central Bank (ECB) Governing Council member Robert Holzmann said on Tuesday that a 50 bps rate hike in July would be appropriate and that ending the year with interest rates in positive territory is extremely important, reported Reuters. Euro-area inflation is set to remain above 2.0% in 2023 and 2024, he added, noting that the ECB's strict forward guidance on rates no longer makes sense. His remarks come after ECB Governing Council member and Bank of France head Francois Villeroy de Galhau said that a 50 bps rate hike isn't in the consensus at the bank earlier in the day. ",fxstreet
8,2022-05-24,EUR/JPY Price Analysis: Near-term target remains at 138.30,"EUR/JPY partially reverses Monday’s strong advance and comes under pressure following another failed attempt to surpass the 136.80 region.If the cross manages to leave behind the weekly highs in the 136.70/80 band, then it could attempt to challenge the May high at 138.31 (May 9) prior to the 2022 peak at 140.00 (April 21).In the meantime, while above the 200-day SMA at 131.24, the outlook for the cross is expected to remain constructive.  ",fxstreet
8,2022-05-24,"Silver Price Analysis: XAG/USD bears have the upper hand, rising wedge breakdown in play","Silver attracted some dip-buying near the $21.65 area on Tuesday and refreshed its daily high during the first half of the European session. Bulls, however, struggled to capitalize on the move and spot prices remained below the $22.00 mark, warranting caution before positioning for any further gains.From a technical perspective, the overnight rejection slide from the 61.8% Fibonacci retracement level of the $23.28-$20.46 downfall dragged the XAG/USD below an ascending trend line. This, along with another upward sloping trend line, constituted the formation of a bearish rising wedge pattern.The aforementioned support breakpoint coincided with the 100-period SMA on the 4-hour chart and the 50% Fibo. level, which now seemed to cap the upside for the XAG/USD. Meanwhile, oscillators on the daily chart are holding in negative territory but are yet to confirm a bearish bias on hourly charts.Nevertheless, the technical set-up favours bearish traders and supports prospects for further losses. The XAG/USD seems vulnerable to sliding back to test the 38.2% Fibo. level, around mid-$21.00s, before eventually dropping to the $21.30 area en-route the 23.6% Fibo. level, around the $21.10 region.Some follow-through selling would expose the YTD low, around the $20.45 zone touched earlier this month. The downward trajectory could further get extended and allow bearish traders to challenge the $20.00 psychological mark.On the flip side, momentum back above the $22.00 round figure might continue to confront stiff resistance near the $22.25 confluence. The said barrier represents 61.8% Fibo. level and the top boundary of the rising wedge, which if cleared decisively will negate any near-term negative bias.  ",fxstreet
8,2022-05-24,"WTI Price Analysis: 50-SMA on 4H guards the downside, API eyed","WTI (NYMEX futures) is attempting a bounce back above the $109.00 mark, having found strong bids just above $108.00 in the last hours.The rebound in the US oil comes even though risk sentiment remains sour amid a revival of the global growth fears, in the wake of disappointing Euro area and UK Manufacturing and Services PMIs reports for May.The renewed selling seen in the US dollar could be aiding the latest uptick in the black gold while markets stay hopeful of yet another drawdown in the American crude stockpiles data. The American Petroleum Institute (API) will release its weekly crude stocks change report towards the NY close at 2030 GMT.From a short-term technical perspective, the ascending 50-Simple Moving Average (DMA) on the four-hour chart at $108.88 has come to the rescue of bulls, as they have managed to regain control above the latter.WTI traders are now eyeing a sustained move above the horizontal 21-SMA at $109.10 to cement the recovery momentum.Acceptance above that level will power bulls to retest the $110.00 threshold. Further up, the previous day’s high of $111 25 could be challenged by the bullish traders,The 14-day Relative Strength Index (RSI) is inching higher just above the midline, suggesting that recovery could have legs going forward.On the other side, a four-hourly candlestick closing below the 50-SMA will revive the bearish interests. WTI will then resume its corrective downside towards the daily lows of $108.04 once again.The next significant downside target is aligned at the upward-sloping 200-SMA at $106.63.     ",fxstreet
8,2022-05-24,Singapore: Did inflation peak in April? – UOB,"Barnabas Gan, Economist at UOB Group, comments on the results of inflation figures in Singapore.“Singapore’s consumer prices rose 5.4% y/y (-0.1% m/m nsa) in Apr 2022, marking the first month-on-month contraction in 9 months. The rate of increase is also markedly lower compared to market expectations for a 5.7% y/y (+0.2% m/m sa) climb. Core inflation however accelerated to 3.3% y/y in the same month, from 2.9% in Mar 2022.”“Notwithstanding the inflation risks seen at this juncture, the climb in headline CPI at 5.4% y/y was significantly overshadowed by the pace of increase in global commodity prices. This suggests the effectiveness of Singapore’s monetary policy, whereby the Monetary Authority of Singapore (MAS) has lifted the S$NEER gradient in the last three policy statements.”“Inflation risks remain magnified on the back of higher global commodity prices. We keep our headline and core inflation forecasts to average 4.5% and 3.5% in 2022 respectively. This is in line with the official outlook for both headline (4.5 – 5.5%) and core inflation (2.5% - 3.5%) for this year. We also expect MAS to further steepen the S$NEER gradient slightly in its upcoming Oct policy statement, while leaving the width of the band and the level at which it is centred unchanged.”",fxstreet
8,2022-05-24,Indonesia: Current Account is expected to show a small deficit in 2022 – UOB,"Economist at UOB Group Enrico Tanuwidjaja reviews the latest Current Account results in the Indonesian economy.“Indonesia’s current account posted a surplus of USD0.2bn (0.1% of GDP) in 1Q22, smaller than USD1.5bn (0.5% of GDP) in 4Q21.”“On the back of sustained (though narrowing) outflows in the financial and capital accounts, Indonesia posted a larger BOP deficit of USD1.8bn in 1Q22 vs. USD0.8bn deficit in 4Q21.”“For 2022 we revised our forecast that current account position will now return to a smaller deficit of just 0.2% (viz. 0.5% previously) of GDP as imports demand is likely to come back more moderately, while exports revenue is expected to be stronger than initially projected.”",fxstreet
8,2022-05-24,"Germany’s DIHK lowers 2022 GDP forecast, sees inflation at 7%.","Germany’s Chambers of Industry and Commerce (DIHK) on Tuesday lowered the country’s 2022 GDP growth forecast to 1.5% vs. 3% in the February estimate.“Germany's 2022 inflation rate will more than double from last year's 3.1% as already high energy and food prices are pushed up by the war in Ukraine.”“Now expects the inflation rate to hit 7%, after initially forecasting a rise of 3.5% in its February forecast.”“DIHK survey of 25,000 companies shows 39% of all firms want to pass cost increases on to customers.”EUR/USD is keeping its range above 1.0700, up 0.17% on the day, as investors assess the latest ECB commentary and mixed German and Eurozone PMIs.  ",fxstreet
8,2022-05-24,"GBP/JPY adds to heavy intraday losses, slides further below 159.00 mark","The GBP/JPY cross added to its heavy intraday losses and weakened further below the 159.00 mark, hitting a multi-day low during the first half of the European session.A combination of factors failed to assist the GBP/JPY cross to capitalize on its gains recorded over the past three trading sessions and prompted aggressive selling on Tuesday. The worsening global economic outlook triggered a fresh wave of the risk-aversion trade and boosted demand for the safe-haven Japanese yen. Apart from this, the disappointing release of the UK PMI prints prompted aggressive selling around the British pound and exerted additional downward pressure on the cross.In fact, the Preliminary UK Services PMI showed a sharp deceleration of growth in May and slumped to a 15-month low level of 51.8 versus April’s final readout of 58.9 and 57.3 expected. Adding to this, the seasonally adjusted S&P Global/CIPS UK Manufacturing PMI dropped to 54.6 in May versus 55.1 expected and April’s final reading of 55.8. The data reaffirmed the Bank of England's gloomy economic outlook and forced investors to scale back bets for any further rate hikes in the near future.This, along with the UK-EU impasse over the Northern Ireland protocol, weighed heavily on sterling and was seen as a key factor behind the latest leg of a steep decline witnessed over the past hour or so. The GBP/JPY cross plunged to multi-day low and took along some shor-term trading stops placed near the 159.00 round-figure mark. Moreover, acceptance below the 200-hour SMA supports prospects for additional losses and a slide towards testing the next relevant support near the 158.00 mark.  ",fxstreet
9,2022-05-24,GBP/USD: Bearish shift after breaking below 1.25,"GBP/USD has declined sharply after having tested 1.26. As FXStreet’s Eren Sengezer notes, sellers could retain control if the pair fails to reclaim 1.25.“Later in the session, the PMI data from the US will be watched closely by market participants. In case these data highlight the diverging US-UK economic outlook, GBP/USD could extend its slide.”“The ascending trend line coming from mid-May stays intact despite the latest decline and forms significant support at 1.25. With a four-hour close below that level, the pair could push lower toward 1.2450 (static level) and 1.2400 (psychological level, 100-period and 50-period SMAs on the four-hour chart).”“1.2530 (20-period SMA) aligns as interim resistance ahead of 1.2560 (static level) and 1.2600 (psychological level, daily high).”  ",fxstreet
9,2022-05-24,Gold Price Forecast: XAUUSD to cheer ECB rates back to positive territory by Q3 – Commerzbank,"ECB President Lagarde signalled an upcoming turnaround in interest rate policy. The news caused the euro to appreciate noticeably yesterday, pulling gold up to $1,865 for a time. However gold in euros is kept in check, economists at Commerzbank report.“Lagarde announced ‘a progressive further normalisation of interest rates towards the neutral rate’ for the period after the third quarter.”“Our ECB watcher believes that 1-1.5% would be considered a neutral rate by the ECB. We assume that the ECB will raise the deposit rate by 25 basis points at each of its seven meetings between July and next May, bringing the rate then to 1.25%. The market expects interest rates to increase to 1.0% by then.” “We believe that the euro could profit for a while from the prospect of a more restrictive ECB monetary policy, providing that the situation in Ukraine does not deteriorate significantly. This should support gold in US dollars but keep gold in euros in check.” ",fxstreet
9,2022-05-24,"Gold Price Forecast: XAUUSD clings to gains near $1,860 amid falling yields","Gold Price is heading back towards the highest levels in two weeks, as bulls continue to draw support from the falling US Treasury yields across the curve.Risk-aversion remains at full steam, accentuated by the weak Eurozone and the UK business PMIs, which drives the haven demand into the US government bond. This, in turn, weighs down on the Treasury yields, aiding the upside in the non-yielding gold.Moreover, the bright metal also capitalizes on a broadly subdued US dollar. The greenback came under renewed selling pressure after the EUR/USD pair rebounded sharply on the latest hawkish comments from ECB President Christine Lagarde. The dollar is keeping its corrective mode intact ahead of Wednesday’s FOMC May meeting’s minutes.Brewing geopolitical tensions between the US and China over Taiwan is also boding well for the traditional safe-haven gold. US President Joe Biden maintains its commitment of getting militarily involved to defend the self-governed island claimed by China. When asked if there had been any change to the policy after remarks on Monday, Biden said ""No.""Attention now turns towards US Manufacturing and Services PMIs due later in the NA session for fresh cues on risk sentiment and the dollar dynamics.Daily closing above the 21-DMA of $1,857 is needed to confirm a bullish reversal, exposing the additional upside towards the mildly bullish 100-DMA at $1,885. Ahead of that the $1,870 round figure could challenge the bearish commitments.Also read: Gold Price eyes a sustained move above 21-DMA, focus shifts to Fed MinutesOn the flip side, the immediate support is seen at the $1,850 psychological level. Sellers will then look out for the horizontal flattish 200-DMA at $1,839. Acceptance below the latter will trigger a fresh downswing towards the $1,800 mark.  ",fxstreet
9,2022-05-24,EU’s von der Leyen: Putin's aggression must be a strategic failure,"European Commission President Ursula von der Leyen is on the wires now, via Reuters, making some comments against Russia’s invasion of Ukraine.“Playbook of Russia’s aggression comes straight out of another century.”Russia is ""treating millions of people not as human beings but as faceless populations to be moved or controlled or set as a buffer between military forces, trying to trample the aspirations of an entire nation with tanks.”“Ukraine ""must win this war"".“Putin's aggression must be a strategic failure.”EUR/USD shows little reaction to the above comments, as it keeps its renewed upside above 1.0700.",fxstreet
9,2022-05-24,Breaking: GBP/USD plummets to sub-1.2500 levels amid doubts over further BoE rate hikes,"The GBP/USD pair continued with its struggle to make it through the 1.2600 round-figure mark and witnessed a dramatic turnaround during the early part of the European session on Tuesday. The steep intraday slide dragged spot prices back below the 1.2500 psychological mark, or a fresh daily low in the last hour.The latest leg of a sudden fall of over 100 pips followed the disappointing release of the UK Services PMI, which showed a sharp deceleration in growth during May. In fact, the Preliminary UK Services Business Activity Index slumped to a 15-month low and arrived at 51.8 versus April’s final readout of 58.9 and 57.3 expected.Adding to this, the seasonally adjusted S&P Global/CIPS UK Manufacturing PMI dropped to 54.6 in May versus 55.1 expected and April’s final reading of 55.8. The data reaffirmed the Bank of England's gloomy economic outlook and forced investors to scale back bets for any further rate hikes in the near future.This, along with the UK-EU impasse over the Northern Ireland protocol, weighed heavily on the British pound. Apart from this, the downfall could further be attributed to some cross-driven weakness stemming from a spike in the EUR/GBP cross that followed hawkish comments by the European Central Bank policymakers.With the latest leg down, the GBP/USD pair reversed the previous day's positive move to a near three-week high and also snapped a three-day winning streak. Some follow-through selling below mid-1.2400s will suggest that the recent bounce from the YTD low has run its course and set the stage for further near-term losses.  ",fxstreet
9,2022-05-24,EUR/USD to make a technical correction in the near-term,"EUR/USD has managed to build on Monday's gains and broken above 1.07. However, the pair remains technically overbought in the near term, suggesting that there could be a technical correction before the next leg higher, FXStreet’s Eren Sengezer reports.“The Relative Strength Index (RSI) indicator on the four-hour chart stays in the overbought territory above 70. Hence, buyers might wait for the pair to correct its overbought conditions before adding to long euro positions.”“On the downside, 1.07 (psychological level, static level) aligns as first support. If buyers manage to defend this level, the pair could regain its traction and test 1.0740 (daily high, static level) before targeting 1.0780 (static level) and 1.0800 (psychological level).”“With a four-hour close below 1.07, EUR/USD could extend its correction toward 1.0670 (static level) and 1.0640 (200-period SMA).” ",fxstreet
9,2022-05-24,"EUR/GBP jumps to one-and-half-week high, around mid-0.8500s on hawkish ECB policymakers","The EUR/GBP cross built on the overnight solid rebound from the 0.8435-0.8430 zone, or the 200-day SMA and gained strong follow-through traction for the second straight day on Tuesday. The momentum extended through the early part of the European session and pushed spot prices to over a one-week high, around mid-0.8500s in the last hour.The shared currency's relative outperformance comes on the back of the overnight hawkish comments by the European Central Bank President Christine Lagarde, hinting at a probable rate hike in July. In a blog post, Lagarde said that the ECB was likely to lift the euro area deposit rate out of the negative territory by the end of September. She added that the central bank could raise interest rates further if it saw inflation stabilizing at 2%.Adding to this, ECB Governing Council member Francois Villeroy de Galhau said that the central bank is in the process of normalising policy and that rate hikes in July and September are likely a done deal.  This, to a larger extent, helped offset mostly lower-than-expected Eurozone PMI prints for the month of May. Furthermore, the emergence of fresh selling around the US dollar remained supportive of the strong bid tone surrounding the euro.On the other hand, the British pound was undermined by the UK-EU impasse over the Northern Ireland protocol. In fact, the British government last week announced legislation that would effectively override parts of a Brexit deal, fueling fears about a trade war in the middle of the cost-of-living crisis. This, along with the disappointing release of the flash UK PMIs, weighed on sterling and provided an additional lift to the EUR/GBP cross.The fundamental backdrop now seems tilted in favour of bullish traders and supports prospects for additional gains. Hence, a subsequent move back towards reclaiming the 0.8600 mark, en-route the YTD peak around the 0.8615-0.8620 region, remains a distinct possibility.  ",fxstreet
9,2022-05-24,UK Preliminary Services PMI plunges to 51.8 in May vs. 57.3 expected,"The seasonally adjusted S&P Global/CIPS UK Manufacturing Purchasing Managers’ Index (PMI) drops sharply to 54.6 in May versus 55.1 expected and 55.8 – April’s final reading.Meanwhile, the Preliminary UK Services Business Activity Index for May slumped to 15-month lows, arriving at 51.8 versus April’s final readout of 58.9 and 57.3 expected.“The UK PMI survey data signal a severe slowing in the rate of economic growth in May, with forward-looking indicators hinting that worse is to come. Meanwhile, the inflation picture has worsened as the rate of increase of companies' costs hit yet another all-time high.““The survey data therefore point to the economy almost grinding to a halt as inflationary pressure rises to unprecedented levels.”Poor UK Preliminary Manufacturing and Services PMIs took the steam out of the GBP/USD rally, as the pair changed course in a knee-jerk reaction.The spot is trading at 1.2514, down 0.57% at the time of writing. Before the UK PMIs release, cable was trading firmer around 1.2590.",fxstreet
9,2022-05-24,ECB’s Villeroy: A 50 bps rate hike isn't part of the central bank consensus,"European Central Bank (ECB) Governing Council member and Bank of France head Francois Villeroy de Galhau poured cold water on a 50 bps summer rate hike expectations.Villeroy said that a 50 bps rate hike isn't part of the central bank consensus.“ECB is in the process of normalizing policy.”“There is no trade-off between growth and inflation.”EUR/USD’s upside lost traction on the above comments, as the pair now trades at 1.0705, adding 0.16% so far.",fxstreet
9,2022-05-24,EUR/USD crushes the 1.0700 ceiling and prints 4-week tops,"Further optimism among traders pushes EUR/USD to new 4-week highs in the 1.0735/40 band on Tuesday.EUR/USD extends Monday’s advance to the area well north of 1.0700 the figure on turnaround Tuesday, once again sustained by the strong improvement in the risk-linked galaxy as well as further hawkish comments from Chairwoman Lagarde.On the latter, Lagarde insisted that rates could be in the positive territory in Q3 and she discarded a recession scenario in the euro bloc for the time being.Extra legs to the single currency came after the flash Manufacturing PMI surpassed estimates in Germany and is now seen at 54.7 in May. Results from France and the broader Euroland, instead, were short of expectations at 54.5 and 54.4, respectively.The US docket will include the advanced Manufacturing/Services PMIs for the month of May as well as New Home Sales and welcoming notes from Chief Powell at an event in Las VegasExtra recovery in EUR/USD trespasses the 1.0700 mark on Tuesday, recording at the same time new multi-week highs.Despite the pair’s current upside impulse, the broader outlook for the single currency remains in the negative territory for the time being. As usual, price action in spot should reflect dollar dynamics, geopolitical concerns and the Fed-ECB divergence.Occasional pockets of strength in the single currency, however, should appear reinforced by speculation the ECB could raise rates at some point in the summer, while higher German yields, elevated inflation and a decent pace of the economic recovery in the region are also supportive of an improvement in the mood around the euro.Key events in the euro area this week: Flash EMU, Germany PMIs, ECB Lagarde (Tuesday) – Germany Final Q1 GDP, GfK Consumer Confidence, ECB Lagarde (Wednesday).Eminent issues on the back boiler: Speculation of the start of the hiking cycle by the ECB as soon as this summer. Asymmetric economic recovery post-pandemic in the euro area. Impact of the war in Ukraine on the region’s growth prospects.So far, spot is up 0.22 at 1.0711 and faces the next hurdle at 1.0736 (monthly high May 24) followed by 1.0789 (55-day SMA) and finally 1.0936 (weekly high April 21). On the downside, a breach of 1.0348 (2022 low May 13) would target 1.0340 (2017 low January 3 2017) en route to 1.0300 (round level). ",fxstreet
9,2022-05-24,USD/IDR: Rupiah to come under some pressure as BI opts not to join the rate hike camp – ING,"Bank Indonesia (BI) kept policy rates unchanged at 3.5%, matching the market consensus, as BI appears confident that fiscal measures can contain price pressures. In the view of economists at ING, the Indonesian rupiah is set to suffer some pressure as BI holds out on rate hikes for now.“We had expected BI to keep policy rates unchanged at today’s meeting, however, we believed that Governor Warjiyo would at least set the table for a June rate hike. Warjiyo did the exact opposite by pledging sustained support for the economic recovery and citing IDR stability.” “It appears the central bank remains confident that inflation can be contained by subsidies rolled out by fiscal authorities and that IDR would remain supported by a healthy trade surplus in the near term. As such, it appears BI is in no hurry to hike policy rates in the near term unless we see a substantial pickup in core inflation in the coming months and or heightened weakness from IDR.” “With BI enacting a dovish pause, expect IDR to come under some pressure as BI opts not to join the rate hike camp for now.”    ",fxstreet
9,2022-05-24,Eurozone Preliminary Manufacturing PMI misses estimates with 54.4 in May,"The Eurozone manufacturing sector expansion fell short of expectations in May, the latest manufacturing activity survey from S&P Global research showed on Tuesday.The Eurozone Manufacturing purchasing managers index (PMI) arrived at 54.4 in May vs. 54.9 expectations and 55.5 last. The index hit a two-month top.The bloc’s Services PMI dropped sharply to 56.3 in May vs. 57.5 expected and 57.7 previous. The indicator registered two-month lows.The S&P Global Eurozone PMI Composite fell to 54.9 in May vs. 55.3 estimated and 55.8 previous. The gauge reached the lowest level in two months.“The eurozone economy remained encouragingly resilient growth in May, as a beleaguered manufacturing sector was offset by a buoyant service sector.““Although factories continue to report widespread supply constraints and diminished demand for goods amid elevated price pressures, the economy is being boosted by pent-up demand for services as pandemic-related restrictions are wound down. May saw a further surge in spending on tourism and recreation in particular.”EUR/USD ticks a few pips lower from daily highs of 1.0736 on dismal Eurozone PMIs. The pair was last seen trading at 1.0722, still up 0.33% on the day.",fxstreet
9,2022-05-24,PBOC: Will keep stable credit growth in property sector,"The People’s Bank of China (PBOC) said in a statement on Tuesday, it will keep stable credit growth in the property sector.“Will use various tools to appropriately increase credit to support quality development.”“Will guide financial institutions to go all out to increase credit.”",fxstreet
